"Timestamp","When did you start watching itswill?","How did you discover itswill?","How often do you watch itswill YouTube videos?","Are you subscribed to itswill on YouTube?","How often do you watch itswill?","How would you rate your overall experience watching itswill? ","Are you subscribed to itswill on Twitch?","Are you now or have you ever been banned in the itswill Livestream?","What do you primarily watch itswill for?","What's your favorite type of stream?","What types of itswill videos do you typically watch?","What is your favorite day-specific stream archetype?","What was your favorite itswill Special Edition Livestream?","What are your 3 favorite variety games/genres?","What is your favorite variety stream of all time?","What stream content would you most like to see come to life?","How do you typically discover the stream has started?","Do you have any Twitch extensions installed?","How much do you chat?","Has the itswill Livestream been a positive force in your life?","Are you a member of the itswill Discord server?","How many hours do you spend on Twitch per day? (average)","Other than itswill, how many streamers do you consistently watch?","How do you watch Twitch?","Which RuneScape games do you play?","Do you play Old School RuneScape?","What is your current age?","Are you right or left handed?","Do you identify as LGBTQ+?","What is your gender identity?","What is your sexuality?","What is your current relationship status?","What country are you from?","What country do you currently live in?","Do you have a driver's license?","Highest education level?","What is your current employment status?","What sports do you watch?","What sports do you play?","What types of games do you play?","What hobbies do you enjoy?","What's your favorite movie?","Have you read a book in the last 5 years?","Do you have a pet?","Type of subscription?","Was your subscription gifted?","How often do you interact with the itswill Discord?","What is your current total level in OSRS?","What game mode do you spend most of your time playing?","How many OSRS accounts do you have?","Have you ever gotten a fire cape?","Have you ever gotten an infernal cape?","What is your favorite skill in OSRS?","What is your least favorite skill in OSRS?","What OSRS content do you enjoy?","How do you feel about Sailing?","What state do you live in?","Do you work part or full time?","What's your field of work? ","Which kind of pets do you have?","Who would you like to see itswill collaborate with? (optional) ","What games would you like to see itswill play? (optional) ","What's your favorite emote? (optional) ","Who's your favorite chatter? (optional) ","When should the 15 minute buffer start?","Who's your favorite mod? (optional) ","Do you have any recommendations for overlay features? (optional)","Is hot chocolate a candy?","Is ""cock and balls"" redundant? Are the balls included in the definition of cock?","Have you ever worn pajama pants outside your house?","Have you ever cheated on a test?","Have you ever stolen something from the supermarket?","Do you think aliens exist?","Do you think ghosts exist?","Are you a furry?","How tall are you?","What's your number? Be honest."
"2025/04/22 10:11:56 PM EST","2023","YouTube series (i.e. Gielinor Games)","Often","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Variety","Main channel videos","Scary Saturday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Classics (Fallout, Dead Rising, Elder Scrolls)","Idk man ","Undeniable Proof of Aliens Slideshow","I show up at 5pm PST","","Occasional chatter","Yes","Yes","3-4","1-2","Mobile/Tablet","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football;Basketball;Hockey;Soccer / Football","Basketball;Soccer / Football","FPS;Roguelikes;MOBA;RuneScape;Other MMOs;RPGs;Sports Video Games;Board Games","Working out;Listening to music;Watching television;Watching movies;Gaming","Moonrise kingdom","Yes","Yes","Prime","No","Infrequently","2001-2100","Main","1","Yes","No","Slayer","Mining","Skilling;Slayer;Bossing;Raiding;Collection log hunting","3","Tennessee","Full time","Marketing","Dog","Kanye west ","Morticians assist","Idk I’m not a nerd","Crowoutside ","5:01:00 (5:16:00 should be late)","None of the above, all mods are bastards","No ","No","Yes","Yes","Yes","Yes","Yes","Yes","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/22 10:31:42 PM EST","2023","Twitch recommendation","Often","Yes","1-2 days per week","4","Yes","No","Variety","Variety","Stream vods;Main channel videos","Scary Saturday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car)","Fears to Fathom streams","IRL Puzzle","Twitch sidebar","BetterTTV","Occasional chatter","Yes","No","3-4","1-2","Desktop","OSRS (main game)","Yes","24-29","Right","Yes","Male","Asexual","In a relationship","United States","United States","Yes","Associates degree","Employed","","","FPS;Fighting Games;Indie;Roguelikes;RuneScape;RPGs;Board Games","Reading;Listening to music;Watching television;Watching movies;Gaming","Jurassic Park","Yes","Yes","Prime","No","","750-1250","Main","1","No","No","Fishing","Herblore","Skilling;Slayer;Bossing;Pet hunting","2","Kentucky","Full time","Transportation","Cat","me :)","Dark Souls, Monster Hunter","","","5:01:00 (5:16:00 should be late)","","","No","Yes","Yes","No","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","3"
"2025/04/22 10:32:58 PM EST","2019","Other creator mentioned him","Rarely / When I miss a stream","Yes","1-2 days per week","4","Yes","Yes","Old School Runescape","Variety","Main channel videos","Variety Friday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Minecraft (Speedruns, collaborations);Pokemon (Romhacks, nuzlockes)","Elden Ring","IRL Puzzle","Twitch notification","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","No","Yes","3-4","3-4","Video game console","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","Bachelor's degree","Employed","Baseball;Hockey","Baseball;Soccer / Football","Indie;Roguelikes;RuneScape;Other MMOs;Board Games","Working out;Running;Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","Shrek 2","Yes","Yes","Tier 1","No","Never","2277","Main","1","Yes","No","Farming","Hunter","Skilling;Slayer;Bossing;Raiding","3","Missouri","Full time","Engineering","Dog","Erobb221 or Hawk Tuah girl","Detroit Become Human","Any cock ascii or cock ascii adjacent","No chatter is important enough to remember","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","Channel points that can turn the monitor black for 5 seconds at a time, mute mic for 10 seconds, etc","No","No","Yes","Yes","Yes","Yes","Yes","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/22 10:45:54 PM EST","2023","YouTube series (i.e. Gielinor Games)","Rarely / When I miss a stream","Yes","1-2 days per week","5","Yes","Yes","Old School Runescape","Variety","Main channel videos","Scary Saturday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","The TCG Card Shop era was pretty great, as was Supermarket Simulator ","Playing Dark Souls","Twitch sidebar","BetterTTV;7TV","Occasional chatter","Yes","No","3-4","6+","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Bisexual","Single","United States","United States","Yes","High school","Employed","","","RuneScape;Other MMOs;RPGs","Working out;Hiking;Reading;Listening to music;Gaming","LotR Trilogy","Yes","Yes","Tier 1","No","","1751-2000","Group Ironman","2","Yes","No","Slayer","Hunter","Skilling;Slayer;Bossing;Raiding","4","Pennsylvania[B]","Full time","Manufacturing","Cat","Brettdog, PrisonJoe, J1mmy","Baldur's Gate 3, Space Marine 2","IJBOL","chickenWalk guy ","5:00:01 (5:15:01 should be late)","VTheVictim","","No","No","No","Yes","Yes","No","No","No","5'8""-5'11 (172cm-180cm)","2"
"2025/04/22 11:01:20 PM EST","2025","YouTube recommendation","Often","Yes","1-2 days per week","5","No","No","Variety","Variety","Stream vods","Variety Friday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Classics (Fallout, Dead Rising, Elder Scrolls)","","Undeniable Proof of Aliens Slideshow","Twitch sidebar","","Occasional chatter","Yes","No","3-4","3-4","Desktop","OSRS (main game)","Yes","30-35","Right","No","Male","Straight","Divorced","Canada","Canada","Yes","Associates degree","Unemployed","","","FPS;RuneScape;RPGs","Working out;Hiking;Running;Watching movies;Gaming;Drawing / Art","Black Dynamite","Yes","Yes","","","","750-1250","Ironman","3","No","No","Woodcutting","Woodcutting","Skilling","3","","","","Cat","Ghandi","","","","5:01:00 (5:16:00 should be late)","","","No","No","Yes","No","Yes","Yes","Yes","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/22 11:02:45 PM EST","Before 2019","Twitch recommendation","Never","No","3-5 days per week","4","No","No","Old School Runescape","Pet Hunting","","Skree Sunday","Ratchelor Valentines Day Special","Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Minecraft (Speedruns, collaborations)","Chiblee Minecraft Collab","Undeniable Proof of Aliens Slideshow","I show up at 5pm PST","BetterTTV;7TV","Lurker","Yes","No","10+","5-6","Desktop","OSRS (main game)","Yes","30-35","Right","Yes","Non-binary","Pansexual","Single","United States","United States","No","Bachelor's degree","Student","Baseball;Hockey;F1 / Motorsports","","Indie;Roguelikes;RuneScape;RPGs","Reading;Listening to music;Watching movies;Gaming;Writing;Playing an instrument","Videodrome","Yes","Yes","","","","1751-2000","Main","6+","Yes","No","Agility","Thieving","Skilling;Slayer;Pet hunting","3","Pennsylvania[B]","","","Cat;Turtle","alison_quinn (serious)","","","snoopy,","5:00:01 (5:15:01 should be late)","lusciousdev","","Yes","No","No","Yes","Yes","Yes","No","Yes","5'4""-5'7"" (162cm-170cm)","1"
"2025/04/22 11:03:29 PM EST","2024","Recommendation from a friend","Often","Yes","3-5 days per week","5","Yes","No","Variety","Variety","Stream vods","Scary Saturday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Classics (Fallout, Dead Rising, Elder Scrolls)","The Pharoh 2nd one","Undeniable Proof of Aliens Slideshow","I show up at 5pm PST","","Occasional chatter","Yes","No","5-6","3-4","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","Associates degree","Employed","American Football;Basketball;Baseball","Basketball","FPS;Roguelikes;RuneScape;RPGs;Sports Video Games","Hiking;Listening to music;Gaming","Pineapple express","No","No","Tier 1","No","","1751-2000","Group Ironman","2","Yes","No","Hunter","Agility","Skilling;Slayer;Bossing;Raiding","3","Alabama","Full time","Construction","","Real civil engineer","Whatever he wants","Itswill7","CAW","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","No","Yes","Yes","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","2"
"2025/04/22 11:03:36 PM EST","2023","Other creator mentioned him","Often","Yes","3-5 days per week","5","No","No","Old School Runescape","Variety","Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy)","Desert Bus bday stream","Playing Dark Souls","Twitch sidebar","7TV","Lurker","Yes","No","3-4","1-2","Desktop","OSRS (main game)","Yes","36-41","Right","No","Male","Straight","In a relationship","Netherlands","Netherlands","Yes","Bachelor's degree","Employed","","","Roguelikes;RuneScape;RPGs","Listening to music;Gaming;Cyling","Lord of the Rings","Yes","No","","","","2001-2100","Ironman","2","Yes","No","Slayer","Mining","Skilling;Slayer;Bossing","4","","Full time","IT","","B0aty","","","","5:00:01 (5:15:01 should be late)","","","No","Yes","Yes","Yes","No","Yes","No","No","5'8""-5'11 (172cm-180cm)","3"
"2025/04/22 11:06:26 PM EST","2020","YouTube recommendation","Often","Yes","3-5 days per week","4","Yes","No","Old School Runescape","Leagues","Main channel videos","Scary Saturday","Christmas Cooking Stream 2023","Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","Dale & Dawson's","Undeniable Proof of Aliens Slideshow","Twitch notification","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","No","5-6","1-2","Desktop","OSRS (main game);OSRS (leagues);RS3","Yes","24-29","Right","No","Male","Straight","Single","Belgium","Belgium","No","High school","Employed","Basketball","Basketball","FPS;Indie;Roguelikes;MOBA;RuneScape;Other MMOs;RPGs","Listening to music;Watching television;Watching movies;Gaming;Cooking","idk man","No","Yes","Prime","No","","1751-2000","Group Ironman","1","Yes","No","Slayer","Agility","Slayer;Bossing;Collection log hunting","2","","Full time","Manufacturing","Dog;Cat","","","","snoopy","5:00:01 (5:15:01 should be late)","lusciousdev","","No","Yes","No","No","No","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/22 11:08:40 PM EST","2020","Twitch recommendation","Rarely / When I miss a stream","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Pet Hunting","Main channel videos","Skree Sunday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Classics (Fallout, Dead Rising, Elder Scrolls);Minecraft (Speedruns, collaborations)","coin game","Every Lays flavor tier list","Twitch notification","BetterTTV;FrankerFaceZ","Active chatter","Yes","Yes","3-4","3-4","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","Brazil","United States","Yes","High school","NEET","American Football;Basketball;Baseball;F1 / Motorsports","","FPS;Indie;Roguelikes;RuneScape;Board Games","Working out;Hiking;Listening to music;Gaming;Drawing / Art","fallen angels (1995) if i'm trying to impress someone (i do love it tho), if i'm telling the truth it's sandlot (1993) LOL sorry","Yes","No","Tier 1","No","Infrequently","2201-2276","Main","2","Yes","No","Ranged","Agility","Slayer;Bossing;Raiding;PvP;Pet hunting","1","Virginia[B]","","","","squeex chiblee lozdog hanner forsen","more mon bazou the long drive type games","itswillSECRETEMOTE","moon2milf","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","it's poggers as is","No","No","Yes","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/22 11:09:24 PM EST","Before 2019","Recommendation from a friend","Every video","Yes","Every stream","5","Yes","No","Old School Runescape","Pet Hunting","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Classics (Fallout, Dead Rising, Elder Scrolls);Minecraft (Speedruns, collaborations)","tcg soim/ thief som","Learn to Juggle","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","No","10+","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","No","Male","Straight","In a relationship","Canada","Canada","Yes","Associates degree","Employed","American Football;Basketball;Hockey;F1 / Motorsports","American Football","FPS;Fighting Games;Indie;Roguelikes;MOBA;RuneScape;Other MMOs;RPGs;Sports Video Games;Board Games","Reading;Listening to music;Watching television;Watching movies;Gaming","Lord of the Rings: Return of the King","Yes","Yes","Prime","No","","2101-2200","Ironman","2","Yes","No","Slayer","Mining","Skilling;Slayer;Bossing;Raiding;Pet hunting;Collection log hunting","1","","Full time","Technology","Dog;Cat","Hasanabi","Amnesia","CAUGHT","CloudWizard","5:01:00 (5:16:00 should be late)","CloudWizard","","Yes","No","Yes","Yes","No","Yes","No","No","> 6'3 (> 190cm)","1"
"2025/04/22 11:09:25 PM EST","2019","Twitch recommendation","Never","Yes","3-5 days per week","5","Yes","No","Variety","Variety","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Roguelike (Balatro, Nubby, Ballionaire);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Pokemon (Romhacks, nuzlockes)","i love pokemon bro ","Playing every Garfield game","I show up at 5pm PST","BetterTTV;7TV","Occasional chatter","Yes","No","1-2","3-4","Desktop","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","Canada","Canada","Yes","Associates degree","Employed","E sports","Soccer / Football","FPS;Indie;Roguelikes;RuneScape;Board Games","Working out;Hiking;Watching television;Gaming;legos man","bee movie","No","Yes","Prime","No","","1751-2000","Ironman","2","Yes","No","Runecraft","Runecraft","Slayer","5","","Full time","Manufacturing","Fish","dont care","whatever he wants ","the little pepe guy with his hands up ","itswillchat","5:00:01 (5:15:01 should be late)","Burraki197","stream is good","No","No","Yes","Yes","Yes","Yes","Yes","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/22 11:09:38 PM EST","2021","Twitch recommendation","Rarely / When I miss a stream","Yes","Every stream","5","Yes","No","Variety","Variety","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car)","UNACCESSIBLE ","IRL Puzzle","Twitch notification","7TV","Occasional chatter","Yes","Yes","7-8","1-2","Mobile/Tablet","OSRS (main game)","Yes","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","High school","Unemployed","American Football;MMA","","Indie;Roguelikes","Working out;Hiking;Listening to music;Watching television;Gaming;Cooking","Step Brothers","No","Yes","Prime","No","Infrequently","2001-2100","Main","6+","Yes","No","Slayer","Runecraft","Slayer","3","Michigan","","","Dog;Cat;Bird","squeez","schedule 1 and balatro updates","mhm","taarzaaan or w\e","5:01:00 (5:16:00 should be late)","hello_snoopy","more drawings ","No","No","No","No","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","2"
"2025/04/22 11:13:36 PM EST","2020","Twitch recommendation","Every video","Yes","1-2 days per week","5","Yes","Yes","Variety","Variety","Stream vods;Main channel videos","Variety Friday","Christmas Late Night Special 2024","Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Minecraft (Speedruns, collaborations)","Dungeons of Blood and Dream","Every Lays flavor tier list","I show up at 5pm PST","BetterTTV;7TV","Occasional chatter","Yes","Yes","<1","0","Laptop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football;Basketball;Soccer / Football","Basketball","RuneScape;Board Games","Working out;Running;Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","The Lighthouse","Yes","No","Prime","No","Infrequently","2101-2200","Ironman","3","Yes","No","Runecraft","Thieving","Skilling;Bossing;Raiding","4","Wisconsin","Full time","Finance","","Squeex","pokemon nuzlocke","x0r6ztGiggle","Snoopy","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","No","No","No","Yes","Yes","No","6'-6'3"" (183cm-190cm)","2"
"2025/04/22 11:15:08 PM EST","2019","YouTube recommendation","Often","Yes","Every stream","4","No","No","Variety","Variety","Stream vods;Main channel videos","Variety Friday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Classics (Fallout, Dead Rising, Elder Scrolls)","American Trucking Sim","Mario 64 16 Star","Twitch notification","BetterTTV","Occasional chatter","Yes","No","1-2","1-2","Desktop","OSRS (main game)","Yes","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football","","FPS;RuneScape;RPGs;Board Games","Hiking;Reading;Listening to music;Watching movies;Gaming;Photography","One Flew Over the Cuckoo's Nest","Yes","Yes","","","","2277","Main","2","Yes","No","Fishing","Farming","Slayer;Pet hunting;Collection log hunting","3","Tennessee","Full time","Transportation","Dog;Cat","PayMoneyWubby","American Trucking sim or farming sim with hannah","itswillSneak","","5:01:00 (5:16:00 should be late)","CloudWizard","","No","Yes","Yes","Yes","Yes","No","No","No","5'8""-5'11 (172cm-180cm)","3"
"2025/04/22 11:17:29 PM EST","2024","YouTube recommendation","Every video","Yes","1-2 days per week","5","Yes","No","Old School Runescape","Pet Hunting","Stream vods;Main channel videos","Variety Friday","Christmas Late Night Special 2024","Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Classics (Fallout, Dead Rising, Elder Scrolls);Pokemon (Romhacks, nuzlockes)","bird","Undeniable Proof of Aliens Slideshow","Twitch sidebar","BetterTTV;7TV","Occasional chatter","Yes","No","3-4","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","Yes","Non-binary","Bisexual","In a relationship","Australia","Australia","Yes","Bachelor's degree","Employed","AFL, Esports","","FPS;Indie;Roguelikes;MOBA;RuneScape;Board Games","Hiking;Gaming;Cooking","Iron Giant","Yes","Yes","Prime","No","","2001-2100","Ultimate Ironman","1","Yes","Yes","Herblore","Firemaking","Skilling;Slayer;Bossing;Raiding;PvP","3","","Full time","Law","Cat;Ducks","Hannnner","Halo 3 campaign","","A Crow Outside","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","Yes","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
